"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.398103833E0,3.033969636E-1,-2.711997092E0,5.353500152E-1,2.780931064E0
8.408103833E0,3.566731381E-1,-2.767831277E0,6.811433208E-1,2.872640237E0
8.418103833E0,4.768360145E-1,-2.938908820E0,6.918571740E-1,3.056668773E0
8.428102833E0,3.474341720E-1,-3.053171015E0,5.875060093E-1,3.128534332E0
8.438102833E0,1.565613918E-2,-3.068391610E0,2.101840138E-1,3.075621808E0
8.448102833E0,-3.589439043E-1,-3.008001567E0,-7.024646080E-1,3.109721962E0
8.458101833E0,-6.221726891E-1,-3.023449618E0,-2.043764423E0,3.702069619E0
8.468101833E0,-7.449325698E-1,-2.956835214E0,-3.266540592E0,4.468566488E0
8.478101833E0,-8.757526179E-1,-2.966204208E0,-4.293919771E0,5.291791478E0
8.488100833E0,-7.013586802E-1,-3.113118424E0,-4.909898797E0,5.855810492E0
8.498100833E0,-3.883803959E-1,-3.182363783E0,-4.944380413E0,5.892807162E0
8.508100833E0,-1.835248766E-1,-3.439350958E0,-4.464536846E0,5.638697158E0
8.518099833E0,-1.569027230E-2,-3.839883476E0,-3.940044526E0,5.501718110E0
8.528099833E0,-3.062661923E-1,-4.146029654E0,-3.774718012E0,5.615323405E0
8.538099833E0,-9.090359196E-1,-4.443176968E0,-3.700424459E0,5.853316072E0
8.548098833E0,-1.294694729E0,-4.604667708E0,-3.648629238E0,6.015953329E0
8.558098833E0,-1.554611505E0,-4.702814977E0,-3.786162182E0,6.234445421E0
8.568097833E0,-1.821928663E0,-4.768408458E0,-3.803268796E0,6.365689028E0
8.578097833E0,-1.848529839E0,-4.504855152E0,-3.966671576E0,6.280546625E0
8.588097833E0,-1.854636525E0,-4.397694401E0,-4.508952296E0,6.565823900E0
8.598096833E0,-1.758756076E0,-4.424366475E0,-4.910335000E0,6.839563688E0
8.608096833E0,-1.420447872E0,-4.068348225E0,-5.256548638E0,6.797090041E0
8.618096833E0,-1.287306772E0,-3.671564941E0,-6.029600834E0,7.175906497E0
8.628095833E0,-1.442302426E0,-3.523200615E0,-6.848216287E0,7.835256549E0
8.638095833E0,-1.397941939E0,-3.311386982E0,-7.164259463E0,8.015368929E0
8.648095833E0,-9.821401486E-1,-3.051002868E0,-7.304849331E0,7.977094805E0
8.658094833E0,-4.897829559E-1,-2.914097330E0,-7.769900612E0,8.312833819E0
8.668094833E0,-1.910589409E-1,-2.753142779E0,-8.239413317E0,8.689317033E0
8.678094833E0,6.971927583E-2,-2.509793358E0,-8.388912588E0,8.756584830E0
8.688093833E0,8.599938601E-2,-2.265877926E0,-8.329592586E0,8.632711701E0
8.698093833E0,-3.466289373E-1,-1.990998564E0,-8.221672280E0,8.466411400E0
8.708093833E0,-7.886970055E-1,-1.647128490E0,-8.072845439E0,8.276829629E0
8.718092833E0,-1.018508222E0,-1.396035016E0,-7.946742632E0,8.132465262E0
8.728092833E0,-8.085436249E-1,-1.182599366E0,-7.975488714E0,8.103129289E0
8.738092833E0,-5.945291001E-1,-8.487514186E-1,-8.005746886E0,8.072535352E0
8.748091833E0,-4.212579739E-1,-6.916238701E-1,-7.978661413E0,8.019653347E0
8.758091833E0,-7.926441684E-2,-6.728566468E-1,-7.901568214E0,7.930561087E0
8.768091833E0,5.913859293E-2,-6.280353999E-1,-7.994817270E0,8.019665144E0
8.778090833E0,-1.974762601E-1,-5.693270159E-1,-8.118040323E0,8.140375226E0
8.788090833E0,-3.597962822E-1,-4.985464704E-1,-8.310349399E0,8.333061207E0
8.798090833E0,-4.750609826E-1,-6.751633734E-1,-8.387718002E0,8.428246662E0
8.808089833E0,-6.465256114E-1,-8.998899972E-1,-7.991204860E0,8.067660906E0
8.818089833E0,-7.473098284E-1,-1.190938080E0,-7.263400759E0,7.398229252E0
8.828089833E0,-9.054172240E-1,-1.581865962E0,-6.739544030E0,6.981656967E0
8.838088833E0,-1.155524638E0,-1.880756330E0,-6.632513087E0,6.990186793E0
8.848088833E0,-1.593346969E0,-2.112790219E0,-6.906729959E0,7.396320423E0
8.858088833E0,-2.078564566E0,-2.474150485E0,-6.850280355E0,7.574179310E0
8.868087833E0,-2.318250560E0,-2.497496079E0,-6.317187365E0,7.177647840E0
8.878087833E0,-2.506073067E0,-2.666772387E0,-5.609567267E0,6.697710213E0
8.888087833E0,-2.875063950E0,-3.117541843E0,-5.075380263E0,6.613965880E0
8.898086833E0,-3.107478785E0,-3.583686553E0,-4.653480265E0,6.644856077E0
8.908086833E0,-3.377921572E0,-3.894297665E0,-4.229405687E0,6.668116744E0
8.918086833E0,-2.842545829E0,-4.417988917E0,-3.756550713E0,6.458356301E0
8.928085833E0,-1.710224624E0,-5.330711213E0,-3.285515977E0,6.491222191E0
8.938085833E0,-3.478785603E-1,-5.971127508E0,-2.572929838E0,6.511171259E0
8.948085833E0,8.698983125E-1,-6.581230667E0,-1.207185738E0,6.747341519E0
8.958084833E0,1.806565688E0,-6.673845885E0,-1.416224867E-1,6.915486636E0
8.968084833E0,1.966022183E0,-6.576173995E0,-2.419887739E-1,6.868032192E0
8.978084833E0,1.379791743E0,-6.395374578E0,-9.076404816E-1,6.605183759E0
8.988083833E0,3.382171328E-1,-5.422600207E0,-1.773814849E0,5.715365514E0
8.998083833E0,-1.357661055E0,-4.440025318E0,-2.607048926E0,5.324826051E0
9.008083833E0,-3.041604346E0,-4.505512672E0,-2.105821508E0,5.829707167E0
9.018082833E0,-3.285747234E0,-4.570435184E0,-8.912326097E-2,5.629649688E0
9.028082833E0,-2.187952376E0,-4.432761907E0,2.920998799E0,5.741841839E0
9.038082833E0,-9.324649818E-1,-4.039702715E0,5.817928703E0,7.144017313E0
9.048081833E0,2.486539054E-1,-3.478134370E0,7.224479937E0,8.021992135E0
9.058081833E0,6.808752260E-1,-3.815657292E0,7.920375198E0,8.817889482E0
9.068081833E0,1.149024069E0,-3.893355094E0,8.943692901E0,9.821818208E0
9.078080833E0,1.450363105E0,-3.597145674E0,9.555854865E0,1.031297107E1
9.088080833E0,1.072682163E0,-3.466574717E0,8.699704964E0,9.426168562E0
9.098080833E0,5.123862451E-1,-2.998081473E0,8.225729663E0,8.770043368E0
9.108079833E0,2.170152428E-1,-1.753593130E0,8.665094710E0,8.843418503E0
9.118079833E0,3.166011460E-2,-3.580697091E-1,8.908981490E0,8.916230564E0
9.128079833E0,-5.078578324E-1,2.813178042E-1,9.204069999E0,9.222362161E0
9.138078833E0,-2.775877923E-1,1.526435380E-1,9.636996676E0,9.642202029E0
9.148078833E0,1.856762865E-1,-9.931276515E-3,1.024246943E1,1.024415708E1
9.158078833E0,5.114586575E-1,-7.326115362E-2,1.075146955E1,1.076387730E1
9.168077833E0,7.414944801E-1,-3.007778496E-2,1.131836529E1,1.134266775E1
9.178077833E0,8.847249511E-1,6.444199560E-1,1.154265981E1,1.159443878E1
9.188077833E0,7.500180394E-1,1.483444751E0,1.074626553E1,1.087406815E1
9.198076833E0,4.795501824E-1,2.108399253E0,9.509174203E0,9.751908009E0
9.208076833E0,3.763292845E-1,2.545038912E0,8.345870649E0,8.733407335E0
9.218076833E0,2.278954493E-1,2.873160388E0,7.481434075E0,8.017408731E0
9.228075833E0,2.191572972E-2,3.099902548E0,7.035826541E0,7.688480423E0
9.238075833E0,-1.351240374E-2,3.408030347E0,6.955496907E0,7.745565871E0
9.248075833E0,-5.727382815E-1,3.765607465E0,7.160689153E0,8.110690345E0
9.258074833E0,-1.212764786E0,4.015130961E0,7.391572310E0,8.498671442E0
9.268074833E0,-1.384028344E0,3.977081375E0,7.129579627E0,8.280314992E0
9.278074833E0,-1.603060364E0,3.714166878E0,7.037911073E0,8.117698590E0
9.288073375E0,-1.568088167E0,3.346618211E0,7.608288833E0,8.458416691E0
9.298073375E0,-1.680190693E0,2.930501693E0,8.265268536E0,8.928916222E0
9.308073375E0,-1.694697343E0,2.560852414E0,8.708909066E0,9.234449702E0
9.318072375E0,-1.446360539E0,2.383253764E0,8.835496607E0,9.264872239E0
9.328072375E0,-1.335917599E0,2.209926212E0,8.367030553E0,8.756463326E0
9.338072375E0,-1.341482833E0,1.947208182E0,8.017779871E0,8.359185962E0
9.348071375E0,-1.517829741E0,1.583959849E0,8.284000676E0,8.569562598E0
9.358071375E0,-1.583628312E0,1.172611371E0,8.837201656E0,9.054227143E0
9.368071375E0,-1.603973407E0,6.544515853E-1,9.484998890E0,9.641900306E0
9.378070375E0,-1.774237895E0,-1.198255834E-1,1.040149498E1,1.055241091E1
9.388070375E0,-1.718003468E0,-9.500379845E-1,1.129692121E1,1.146623465E1
9.398070375E0,-1.648757232E0,-1.902691867E0,1.154295451E1,1.181433178E1
9.408069375E0,-1.481070635E0,-2.911124606E0,1.128982035E1,1.175279798E1
9.418069375E0,-1.216808501E0,-3.780312043E0,1.078363391E1,1.149165534E1
9.428069375E0,-1.006888927E0,-4.510553556E0,1.003336481E1,1.104659803E1
9.438068375E0,-5.699123587E-1,-5.053153827E0,9.029742281E0,1.036317564E1
9.448068375E0,8.272817035E-2,-5.406573574E0,7.729554824E0,9.433127770E0
9.458068375E0,3.064869247E-1,-5.541168292E0,6.151670816E0,8.285018654E0
9.468067375E0,1.433228205E-1,-5.579205015E0,4.573607883E0,7.215674542E0
9.478067375E0,3.261295494E-2,-5.299255532E0,3.355562696E0,6.272397772E0
9.488067375E0,-4.759029085E-1,-4.709906480E0,2.133690507E0,5.192527112E0
9.498066375E0,-1.141335126E0,-4.009933371E0,7.756413424E-1,4.240734724E0
9.508066375E0,-1.706942874E0,-3.312964269E0,-3.254016441E-1,3.741025588E0
9.518066375E0,-2.033221016E0,-2.754053190E0,-7.049525982E-1,3.495104411E0
9.528065375E0,-2.128820215E0,-2.402883744E0,-6.826729524E-1,3.282037196E0
9.538065375E0,-2.042944643E0,-2.502080296E0,-5.441980219E-1,3.275695363E0
9.548065375E0,-1.644495488E0,-2.590168599E0,-7.003496701E-1,3.147034866E0
9.558064375E0,-1.359585374E0,-2.959321158E0,-9.792934316E-1,3.400745467E0
9.568064375E0,-1.099653250E0,-3.365104768E0,-1.603189588E0,3.886307273E0
9.578064375E0,-8.839158426E-1,-3.943483273E0,-2.352382219E0,4.676116942E0
9.588063375E0,-7.219356899E-1,-4.311638589E0,-2.969598516E0,5.284877842E0
9.598063375E0,-6.393101473E-1,-4.689185117E0,-3.452935209E0,5.858321952E0
9.608063375E0,-3.595007055E-1,-5.136045710E0,-3.572499075E0,6.266654285E0
9.618062375E0,1.085741700E-1,-5.370478712E0,-3.650636002E0,6.494688073E0
9.628062375E0,4.275934321E-1,-5.732021996E0,-3.489999540E0,6.724508093E0
9.638062375E0,9.469255847E-1,-5.872176247E0,-2.996806780E0,6.660328281E0
9.648061375E0,1.221990742E0,-5.688399428E0,-2.799801806E0,6.456782448E0
9.658061375E0,8.938429530E-1,-5.692073234E0,-3.090131850E0,6.538162416E0
9.668061375E0,5.109704880E-1,-5.581874853E0,-3.544459922E0,6.631863528E0
9.678060375E0,-4.785707738E-1,-5.092665217E0,-4.445637476E0,6.777017158E0
9.688060375E0,-1.976659876E0,-4.773173938E0,-5.619823283E0,7.633661470E0
9.698060375E0,-3.299033570E0,-4.496613502E0,-6.510434334E0,8.572567334E0
9.708059375E0,-3.806671291E0,-4.344495848E0,-6.892045262E0,8.992534592E0
9.718059375E0,-3.348412721E0,-4.225935364E0,-6.569193588E0,8.498511744E0
9.728059375E0,-2.540613154E0,-4.173919119E0,-5.942749801E0,7.693672153E0
9.738058375E0,-2.148859061E0,-4.190578421E0,-5.618196003E0,7.330939168E0
9.748058375E0,-2.014368862E0,-4.034446068E0,-5.705898975E0,7.272669393E0
9.758058375E0,-1.932832363E0,-3.885289444E0,-6.314971270E0,7.662256662E0
9.768057375E0,-1.907636857E0,-3.758698980E0,-7.355196782E0,8.477370825E0
9.778057375E0,-1.795023431E0,-3.549962736E0,-8.180979168E0,9.096854659E0
9.788057375E0,-1.308588883E0,-3.178797859E0,-8.469175563E0,9.140245917E0
9.798056375E0,-1.027181105E0,-2.944177746E0,-8.587109810E0,9.135739626E0
9.808056375E0,-1.284897865E0,-2.796895739E0,-8.710705331E0,9.238505056E0
9.818056375E0,-1.543809358E0,-2.477853527E0,-8.586485327E0,9.069224648E0
9.828055375E0,-1.662437085E0,-2.089130046E0,-8.154564371E0,8.580505900E0
9.838055375E0,-1.383227860E0,-1.973665663E0,-7.846717238E0,8.208510637E0
9.848054375E0,-9.973111881E-1,-1.916024981E0,-7.612845569E0,7.913355735E0
9.858054375E0,-7.987343359E-1,-1.698882780E0,-7.294105073E0,7.531809082E0
9.868054375E0,-7.275842464E-1,-1.428520977E0,-7.285520775E0,7.459816619E0
9.878053375E0,-7.529658401E-1,-1.323866342E0,-7.315716966E0,7.472569463E0
9.888053375E0,-6.772499523E-1,-1.314285679E0,-7.096158112E0,7.248549806E0
9.898053375E0,-7.799377303E-1,-1.729756663E0,-6.458156717E0,6.731132829E0
9.908052375E0,-9.344639987E-1,-2.046726038E0,-5.803185534E0,6.224088108E0
9.918052375E0,-1.184493864E0,-2.086202345E0,-5.655425810E0,6.143216342E0
9.928052375E0,-1.718370527E0,-2.199369357E0,-5.950195645E0,6.572278984E0
9.938051375E0,-2.208598602E0,-2.047972080E0,-6.244412334E0,6.932876951E0
9.948051375E0,-2.677548221E0,-1.800224383E0,-6.387727005E0,7.156334857E0
9.958051375E0,-2.838139660E0,-1.740647687E0,-6.520699705E0,7.321503654E0
9.968050375E0,-2.257609525E0,-2.000748212E0,-6.235763717E0,6.927087650E0
9.978050375E0,-1.400793042E0,-2.568774222E0,-5.426702614E0,6.165218845E0
9.988050375E0,-4.020166875E-1,-2.935491123E0,-5.101325528E0,5.899342988E0
9.998049375E0,1.394674954E-1,-3.227935520E0,-4.569369237E0,5.596262514E0
1.000804937E1,-1.678633288E-1,-3.368017266E0,-3.870807061E0,5.133699027E0
1.001804938E1,-8.410404029E-1,-3.471548651E0,-3.767317775E0,5.191500960E0
1.002804837E1,-1.165018250E0,-3.546292439E0,-3.979137256E0,5.455913387E0
1.003804837E1,-1.063953221E0,-3.562627221E0,-4.778490812E0,6.054608460E0
1.004804837E1,-9.005340680E-1,-3.613471684E0,-6.312606071E0,7.329197407E0
1.005804738E1,-7.521310039E-1,-3.879636356E0,-7.214818583E0,8.226231609E0
1.006804737E1,-1.752954322E-1,-4.239737717E0,-6.894297609E0,8.095519991E0
1.007804737E1,7.310688946E-1,-4.626781878E0,-5.534970828E0,7.251032640E0
1.008804637E1,1.501364859E0,-5.165044391E0,-3.186615002E0,6.251903324E0
1.009804638E1,1.879159163E0,-5.263960569E0,-9.336126441E-1,5.666758562E0
1.010804637E1,8.452748834E-1,-5.110560036E0,5.070728803E-1,5.204751331E0
1.011804537E1,-1.163594307E0,-4.661038375E0,1.188973415E0,4.949029019E0
1.012804538E1,-3.249435732E0,-4.292361488E0,7.953031898E-2,5.384192121E0
1.013804537E1,-4.975012806E0,-4.035326074E0,-1.947274255E0,6.695258469E0
1.014804437E1,-5.789446331E0,-3.720630974E0,-3.276767957E0,7.622203875E0
1.015804437E1,-4.493099910E0,-3.043597077E0,-4.049621347E0,6.771326533E0
1.016804438E1,-1.939103064E0,-3.462524058E0,-4.461383443E0,5.971024683E0
1.017804337E1,1.193398150E0,-4.707271433E0,-2.988987883E0,5.702337420E0
1.018804337E1,2.454043665E0,-5.455210129E0,5.700234193E-1,6.008874650E0
1.019804337E1,1.608594900E0,-5.332302825E0,4.416683233E0,7.108313566E0
1.020804238E1,-7.975457431E-1,-5.266349156E0,6.103297386E0,8.100663654E0
1.021804237E1,-3.047890980E0,-4.684795905E0,5.857665796E0,8.096246085E0
1.022804237E1,-4.130599144E0,-2.874092727E0,4.925916660E0,7.041797585E0
1.023804137E1,-4.455030735E0,-1.340917115E0,4.646406303E0,6.575290799E0
1.024804138E1,-3.549882045E0,-1.565689639E0,6.804409533E0,7.832817862E0
1.025804137E1,-1.914236610E0,-1.840422821E0,1.082185950E1,1.114289464E1
1.026804037E1,-6.793725646E-1,-2.194461496E0,1.599289963E1,1.615704326E1
1.027804038E1,-1.139972433E-1,-2.569677909E0,1.936612559E1,1.953619872E1
1.028804021E1,-2.459477044E-1,-2.799649193E0,1.961029596E1,1.981065959E1
1.029803921E1,-3.931134246E-1,-2.458593383E0,1.848802700E1,1.865492862E1
1.030803921E1,-2.559268550E-1,-1.522252721E0,1.680746822E1,1.687820310E1
1.031803921E1,-2.577894124E-1,-7.156142651E-1,1.421391467E1,1.423425198E1
1.032803821E1,-4.788421576E-1,4.733633897E-1,1.216596715E1,1.218458532E1
1.033803821E1,-8.905151564E-1,1.772019900E0,1.068147136E1,1.086401869E1
1.034803821E1,-1.178423796E0,3.074280633E0,8.704638845E0,9.306482766E0
1.035803721E1,-9.644860889E-1,4.596968095E0,6.545138728E0,8.056127485E0
1.036803721E1,-8.155700777E-1,5.662825461E0,4.945123594E0,7.562208283E0
1.037803721E1,-8.672490853E-1,5.950059990E0,3.672137384E0,7.045560859E0
1.038803621E1,-1.081890285E0,5.603189709E0,2.916853707E0,6.408920116E0
1.039803621E1,-7.916852251E-1,4.988907545E0,3.190033869E0,5.974301638E0
1.040803621E1,8.224525429E-2,4.343210922E0,4.198352294E0,6.041225652E0
1.041803521E1,6.014117114E-1,3.345890817E0,5.290811568E0,6.288828862E0
1.042803521E1,5.826498237E-1,2.121750054E0,6.316731282E0,6.688975870E0
1.043803521E1,3.597882423E-1,1.188960552E0,6.690343804E0,6.804687721E0
1.044803421E1,1.512565054E-1,8.726289622E-1,5.763109887E0,5.830762850E0
1.045803421E1,1.018268486E-1,8.550585908E-1,3.588135114E0,3.690014566E0
1.046803421E1,5.100938442E-1,1.025447040E0,9.045636767E-1,1.459442636E0
1.047803321E1,9.038878117E-1,9.944400591E-1,-8.424229771E-1,1.586064526E0
1.048803321E1,1.697171008E0,1.108816860E0,-1.244892678E0,2.378996014E0
1.049803321E1,2.104736264E0,1.015179621E0,-9.498392522E-1,2.522439100E0
1.050803221E1,1.707714999E0,7.213883174E-1,-7.638621265E-1,2.005037898E0
1.051803221E1,7.953847584E-1,5.731593176E-1,-5.287379837E-1,1.113872691E0
1.052803221E1,8.730316892E-2,4.373284614E-1,1.262653595E-1,4.634878288E-1
1.053803121E1,-3.729540523E-2,-1.185896739E-1,1.323189819E0,1.329016838E0
1.054803121E1,-2.459092224E-1,1.090850339E-1,2.125188071E0,2.142147340E0
1.055803121E1,-1.831812065E-1,6.912068540E-2,1.970890574E0,1.980591498E0
1.056803021E1,7.268878430E-2,1.850093750E-1,8.174980509E-1,8.413175331E-1
1.057803021E1,3.956134382E-1,3.364440743E-1,-8.056065685E-1,9.584918105E-1
1.058803021E1,8.307104925E-1,5.002771731E-1,-2.120801489E0,2.331985448E0
1.059802921E1,8.558569551E-1,5.226046565E-1,-2.563560845E0,2.752717014E0
1.060802921E1,7.938273525E-1,5.663189523E-1,-2.214200819E0,2.419414038E0
1.061802921E1,8.515048724E-1,6.351472221E-1,-1.324998947E0,1.698262274E0
1.062802821E1,9.111181131E-1,7.750693385E-1,-5.673991889E-1,1.323937512E0
1.063802821E1,4.393986681E-1,8.961570617E-1,1.516709268E-2,9.981977306E-1
1.064802821E1,-3.629401839E-1,1.042299081E0,8.166613144E-1,1.372970740E0
1.065802721E1,-8.156820519E-1,1.183369444E0,1.424227366E0,2.023394189E0
1.066802721E1,-8.547019838E-1,1.378390751E0,1.490330139E0,2.202625812E0
1.067802721E1,-9.208639598E-1,2.162314966E0,8.417265737E-1,2.496417447E0
1.068802621E1,-5.836309864E-1,2.568297089E0,6.267162681E-2,2.634521361E0
1.069802621E1,-3.947920141E-1,3.345573606E0,-4.065323460E-1,3.393227377E0
1.070802621E1,-5.955329574E-1,4.136995414E0,-5.225066060E-1,4.212173276E0
1.071802521E1,-8.721763878E-1,4.704086162E0,-6.023339635E-1,4.822024935E0
1.072802521E1,-9.683468592E-1,5.132228647E0,-1.464522868E-1,5.224836342E0
1.073802521E1,-6.961425984E-1,5.714303178E0,5.855875379E-1,5.786258557E0
1.074802421E1,-8.316566451E-1,6.228328983E0,9.602847183E-1,6.356562076E0
1.075802421E1,-1.291408448E0,6.817717795E0,1.009389635E0,7.011981115E0
1.076802421E1,-1.935553365E0,7.475190418E0,1.017427803E0,7.788452860E0
1.077802321E1,-2.868838127E0,7.856052902E0,1.103564306E0,8.435973778E0
1.078802321E1,-3.162364844E0,7.909527444E0,1.276235508E0,8.613358977E0
1.079802321E1,-2.782838156E0,7.509040534E0,1.915709816E0,8.234064734E0
1.080802221E1,-1.935374002E0,6.694933868E0,3.722137510E0,7.900767030E0
1.081802221E1,-2.325224790E-2,6.460021394E0,5.677252881E0,8.600210309E0
1.082802221E1,1.705932476E0,6.575640728E0,5.777340841E0,8.917786933E0
1.083802121E1,2.547361134E0,6.655928847E0,3.777374986E0,8.065915902E0
1.084802121E1,2.854594602E0,6.793624343E0,1.268231254E0,7.477329241E0
1.085802121E1,1.346906126E0,7.014384801E0,-7.586703837E-1,7.182710560E0
1.086802021E1,-8.630610902E-1,7.642055919E0,-2.999860196E0,8.255001775E0
1.087802021E1,-2.089693717E0,7.990844087E0,-4.506837943E0,9.409144345E0
1.088802021E1,-2.140658634E0,7.913180784E0,-4.174167041E0,9.199158657E0
1.089801921E1,-7.501509174E-1,6.979531302E0,-2.637484853E0,7.498860577E0
1.090801921E1,5.311024150E-1,5.088931770E0,-1.137400389E-2,5.116583401E0
1.091801921E1,1.482270045E0,2.680806582E0,3.161972496E0,4.402490032E0
1.092801821E1,2.814157305E0,5.044635603E-1,5.891596019E0,6.548653944E0
1.093801821E1,4.249003800E0,-1.479583396E0,7.346266914E0,8.614571254E0
1.094801821E1,3.590427223E0,-2.985028734E0,4.399946748E0,6.415691355E0
1.095801721E1,-7.186203186E-1,-3.338228918E0,-1.514325943E0,3.735421065E0
1.096801721E1,-5.654489086E0,-2.727707683E0,-5.388465917E0,8.273403227E0
1.097801721E1,-9.352344278E0,-2.590680816E0,-6.192330599E0,1.151186036E1
1.098801621E1,-8.861220263E0,-3.238442090E0,-5.379477577E0,1.086036421E1
1.099801621E1,-4.951834443E0,-4.437608079E0,-4.320870758E0,7.929877296E0
1.100801621E1,-9.109608230E-1,-6.539647608E0,-1.890389618E0,6.868072027E0
1.101801521E1,2.269054719E0,-8.226658201E0,2.628983002E0,8.929617355E0
1.102801521E1,4.228319859E0,-8.701594784E0,4.934678128E0,1.086036320E1
1.103801521E1,4.429573128E0,-9.442808890E0,4.077392113E0,1.119878941E1
1.104801421E1,3.850293566E0,-9.622968621E0,1.785795794E0,1.051738334E1
1.105801421E1,1.455561864E0,-8.663819432E0,-5.868984836E-1,8.804821255E0
1.106801421E1,-2.204977275E0,-7.319910005E0,-1.822959527E0,7.859146817E0
1.107801321E1,-4.110828246E0,-5.886001403E0,-1.858266769E0,7.416001401E0
1.108801321E1,-3.203793244E0,-5.240711455E0,-2.338240144E0,6.572420762E0
1.109801321E1,-1.328337854E0,-5.242124727E0,-3.313144655E0,6.342024961E0
1.110801221E1,1.861904395E-1,-5.485696342E0,-3.853243779E0,6.706341689E0
1.111801221E1,8.781046604E-1,-6.500762454E0,-2.300749551E0,6.951577431E0
1.112801221E1,1.322715756E0,-7.264215860E0,7.421245176E-1,7.420859643E0
1.113801121E1,1.712214724E0,-7.375694781E0,3.363068182E0,8.285093866E0
1.114801121E1,1.884008259E0,-6.827994862E0,4.013673250E0,8.141288222E0
1.115801121E1,1.397073335E0,-5.845700054E0,2.758277804E0,6.613026499E0
1.116801021E1,6.310513207E-1,-4.844636562E0,7.687387043E-1,4.945673703E0
1.117801021E1,-1.351719298E-1,-3.711252625E0,-9.643999887E-1,3.836891299E0
1.118801021E1,-1.307048872E0,-2.866357738E0,-1.815464566E0,3.635972363E0
1.119800921E1,-2.184064708E0,-2.329453825E0,-1.785014021E0,3.658246688E0
1.120800921E1,-1.961384171E0,-2.293226231E0,-1.711674734E0,3.469257097E0
1.121800921E1,-1.345963554E0,-2.646691294E0,-1.741686738E0,3.442392393E0
1.122800821E1,-7.443910445E-1,-2.941366990E0,-1.358971855E0,3.324539411E0
1.123800821E1,-2.007493487E-1,-3.259913358E0,-5.704005647E-1,3.315522916E0
1.124800821E1,6.399909094E-1,-3.663385856E0,7.336127257E-1,3.790537155E0
1.125800721E1,1.409406137E0,-3.665925302E0,1.757404053E0,4.302778519E0
1.126800721E1,8.579224840E-1,-3.460335445E0,1.658805379E0,3.932122540E0
1.127800721E1,-2.274648202E-1,-3.215900781E0,6.008844388E-1,3.279454251E0
1.128800671E1,-9.879927729E-1,-2.812313385E0,-5.608573240E-1,3.033116753E0
1.129800671E1,-1.119718409E0,-2.655310090E0,-1.082779208E0,3.078449578E0
1.130800671E1,-7.180936307E-1,-3.285817108E0,-8.118268365E-1,3.459958864E0
1.131800571E1,5.714087343E-2,-4.482966101E0,3.391677439E-2,4.483458541E0
1.132800571E1,5.411717589E-1,-5.912134364E0,1.416504949E0,6.103497840E0
1.133800571E1,6.943226525E-1,-7.464074861E0,2.813259757E0,8.006805102E0
1.134800471E1,8.113809132E-1,-8.555376971E0,3.801694141E0,9.397110856E0
1.135800471E1,6.525347950E-1,-8.946912963E0,4.130932728E0,9.876115554E0
1.136800471E1,3.893623262E-1,-9.489705899E0,3.589602765E0,1.015339200E1
1.137800371E1,4.112644611E-1,-1.018712787E1,3.046449641E0,1.064084433E1
1.138800371E1,3.861746069E-1,-1.076913399E1,2.633357304E0,1.109314871E1
1.139800371E1,3.233508429E-2,-1.106252505E1,2.316151117E0,1.130243611E1
1.140800271E1,-8.562333696E-1,-1.071968876E1,2.319774637E0,1.100119162E1
1.141800271E1,-2.640636503E0,-9.867564669E0,1.804137924E0,1.037288327E1
1.142800271E1,-3.632084249E0,-8.668079129E0,7.162634522E-1,9.425532617E0
1.143800171E1,-2.265172898E0,-6.724613750E0,-5.035598731E-1,7.113719905E0
1.144800171E1,-3.610075329E-1,-5.335350394E0,-1.717596209E0,5.616620604E0
1.145800171E1,5.807254319E-1,-4.998499317E0,-2.190439489E0,5.488193018E0
1.146800071E1,1.960100123E0,-3.729856419E0,-2.081516386E0,4.699631035E0
1.147800071E1,1.105492718E0,-2.575570733E0,-2.163896638E0,3.540921831E0
1.148800071E1,-1.200330170E0,-1.835249058E0,-1.691966693E0,2.769780301E0
1.149799971E1,-3.189146261E0,-8.201582417E-2,-1.513357644E0,3.530953388E0
1.150799971E1,-5.161420872E0,1.687338622E0,-3.142048693E0,6.273742665E0
1.151799971E1,-5.548556249E0,2.138084105E0,-4.711785775E0,7.586751959E0
1.152799871E1,-3.884240454E0,2.272374037E0,-4.185242252E0,6.145507332E0
1.153799871E1,-1.768239967E0,2.838633749E0,-1.895560310E0,3.844172607E0
1.154799871E1,-7.960377462E-2,3.242855861E0,2.757880193E-1,3.255535275E0
1.155799771E1,1.130546575E0,3.694505030E0,2.524682708E0,4.615357597E0
1.156799771E1,8.317682538E-1,4.856918053E0,3.806473655E0,6.226614898E0
1.157799771E1,6.643021703E-2,6.107341905E0,2.275829303E0,6.517931967E0
1.158799671E1,-8.833004963E-1,7.105383264E0,7.785555947E-1,7.202280188E0
1.159799671E1,-2.576092013E0,8.443496931E0,9.700560004E-1,8.880872656E0
1.160799671E1,-2.978581594E0,9.293571575E0,1.417475002E0,9.861625439E0
1.161799571E1,-3.030993111E0,9.550764279E0,2.357306744E0,1.029373172E1
1.162799571E1,-3.435546175E0,9.281870711E0,3.327124763E0,1.044154493E1
1.163799571E1,-3.676923915E0,8.867394338E0,3.501564163E0,1.021818983E1
