Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
32.99733746,-8.304615034,-1.67762435,-10.31565201,13.34892245
33.00733746,-9.614249253,-1.740525188,-12.5780333,15.92702541
33.01733746,-9.854133614,-2.221409559,-11.7516428,15.49644212
33.02733646,-9.322664981,-2.383533261,-7.527922947,12.21732119
33.03733646,-10.04689409,-3.512389406,-2.015250476,10.8322756
33.04733646,-10.57670329,-4.570152179,2.941856986,11.89148712
33.05733546,-10.15620077,-4.550484192,6.02695263,12.65620317
33.06733546,-10.22978915,-4.729789937,7.30993524,13.43334107
33.07733546,-11.41369713,-4.872194489,7.79682704,14.6561002
33.08733546,-11.54564306,-4.396892747,7.246667197,14.32301382
33.09733446,-10.68103048,-3.805031147,5.338455266,12.53242908
33.10733446,-10.25321427,-3.578778985,2.645486183,11.17741737
33.11733446,-9.766557527,-2.954937792,-0.01304513812,10.20379701
33.12733346,-9.425829161,-2.052377372,-2.454129034,9.95395688
33.13733346,-9.76623593,-1.438817339,-4.649329911,10.91172893
33.14733346,-10.12814817,-1.042106269,-6.015807837,11.82604392
33.15733346,-10.33875786,-0.5669474915,-5.850210596,11.89269976
33.16733246,-10.48470788,-0.151132983,-4.35770997,11.35524445
33.17733246,-10.62623271,-0.1940053529,-2.53856926,10.9269755
33.18733246,-10.71699203,-0.3291326062,-0.8896772504,10.75889269
33.19733246,-10.41363965,-0.04899075016,0.5811389762,10.42995749
33.20733146,-9.784278683,0.07600342467,1.305875629,9.87133208
33.21733146,-9.166467724,-0.1561045781,1.332024377,9.264058944
33.22733146,-8.905020002,-0.270597446,1.213103705,8.991341658
